,chunkId,content,heading,originalLanguageChunk,StartPage,EndPage,originalLanguageHeading,ContentWordCount,pdfName,contentType,image,summary
355,534,ChuruCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Districts covered under Sub Mission on Nutri-Cereals (2018-19 and 2019-20) include Churu.
356,536,DausaCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,"The re-vamped National Food Security Mission (NFSM) identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20, including Dausa."
357,538,DholpurCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The district of Dholpur was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20.
358,540,HanumangarhCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Districts covered under the Sub Mission on Nutri-Cereals (2018-19 and 2019-20) include Hanumangarh.
359,542,Jaipur  Covered  CoveredJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmerJaisalmer,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Jaipur and Jaisalmer.
360,544,CoveredJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJaloreJalore,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The re-vamped National Food Security Mission (NFSM) identified Jalore district for the sub-mission on nutri-cereals in 2018-19 and 2019-20.
361,546,CoveredJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunuJhunjhunu,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Jhunjhunu.
362,548,CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  CoveredJodhpur  Covered  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Jodhpur.
363,550,KarauliCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The district of Karauli was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20.
364,552,Nagore  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  CoveredPali  Covered  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,42,input/md/english/NFSM12102018.pdf,list,,The districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Nagore and Pali. Nagore and Pali districts have been identified and covered under the revamped National Food Security Mission (NFSM) for foodgrain crops. These districts have been specifically targeted for the promotion and cultivation of nutri-cereals as part of the mission. The focus on these districts is aimed at enhancing food security and promoting the cultivation of nutritious cereals in the region.
365,554,Sawai MadhopurCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Sawai Madhopur is covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 as part of the re-vamped National Food Security Mission (NFSM).
366,556,SikarCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Districts covered under Sub Mission on Nutri-Cereals (2018-19 and 2019-20) include Sikar.
367,558,"Sl. No.  State  Name of Districts covered under Sub Missiion on Nutri Cereals  Districts covered under NFSM- Nutri Cereals Jowar  Bajra  Ragi  Other Millets (Kodo, Foxtail Millet, Little Millet, Barnyard Millet, Small  millet, etc      SirohiCoveredCoveredCoveredCoveredCovered","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,"The identified districts under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Sirohi. These districts are covered under the NFSM for Jowar, Bajra, Ragi, and other millets such as Kodo, Foxtail Millet, Little Millet, Barnyard Millet, and Small millet. Sirohi district is covered for all these foodgrain crops under the NFSM."
368,560,Tonk  Covered  CoveredState Total  10 Districts  21 Districts  Coimbatore  CoveredState Total  10 Districts  21 Districts  Coimbatore  CoveredState Total  10 Districts  21 Districts  Coimbatore  CoveredState Total  10 Districts  21 Districts  Coimbatore  CoveredState Total  10 Districts  21 Districts  Coimbatore  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,43,input/md/english/NFSM12102018.pdf,list,,"Tonk, Coimbatore, and other districts were covered under the Sub Mission on Nutri-Cereals in 2018-19 and 2019-20. A total of 10 districts were covered in the state, and 21 districts were covered overall. Coimbatore was one of the districts covered, with a total of 21 districts covered under the sub-mission."
369,562,10  Tamil Nadu (15)  Dharampuri  CoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,"10 districts in Tamil Nadu, including Dharampuri, were covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20 as part of the revamped National Food Security Mission (NFSM)."
370,564,Dindugul  CoveredErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErodeErode,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Dindugul and Erode. Erode is mentioned multiple times as a covered district.
371,566,CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  CoveredKarur  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,41,input/md/english/NFSM12102018.pdf,list,,The district of Karur was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20 as part of the revamped National Food Security Mission (NFSM).
372,568,KrishnagiriCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Krishnagiri district was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20.
373,570,Madurai  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  CoveredNamakkal  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Madurai and Namakkal.
374,572,Salem  CoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Salem district was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20 as part of the revamped National Food Security Mission.
375,574,Thoothukudi  Covered  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  CoveredTiruchirapalli  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,41,input/md/english/NFSM12102018.pdf,list,,The identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Thoothukudi and Tiruchirapalli.
376,576,Tirupur  CoveredVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVelloreVellore,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The district of Vellore in Tirupur was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20.
377,578,CoveredVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuramVillupuram,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Villupuram.
378,580,CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  CoveredVirudunagar  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,41,input/md/english/NFSM12102018.pdf,list,,The district of Virudunagar was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20.
379,582,11  2  5  State Total  Districts  Districts  Districts11  Telanana (04)  Adilabad  Covered11  Telanana (04)  Adilabad  Covered11  Telanana (04)  Adilabad  Covered11  Telanana (04)  Adilabad  Covered11  Telanana (04)  Adilabad  Covered11  Telanana (04)  Adilabad  Covered11  Telanana (04)  Adilabad  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,43,input/md/english/NFSM12102018.pdf,list,,"11 districts in Telangana, specifically Adilabad, were covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20 as part of the re-vamped National Food Security Mission."
380,584,Mahboobnagar  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  CoveredMedak  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Districts like Mahboobnagar and Medak have been identified and covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20.
381,586,Rangareddy  Covered4  State Total  Districts4  State Total  Districts4  State Total  Districts4  State Total  Districts4  State Total  Districts4  State Total  Districts4  State Total  Districts4  State Total  Districts4  State Total  Districts4  State Total  Districts,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,42,input/md/english/NFSM12102018.pdf,list,,Rangareddy is one of the districts covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20. It is one of the four districts covered in the state.
382,588,AgraCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The re-vamped National Food Security Mission (NFSM) identified districts for the sub-mission on nutri-cereals in 2018-19 and 2019-20. Agra was one of the districts covered under this initiative.
383,590,12  Uttar Pradesh (24)  AligarhCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The re-vamped National Food Security Mission (NFSM) identified 12 districts in Uttar Pradesh for the Sub Mission on Nutri-Cereals in 2018-19 and 2019-20.
384,592,AllahabadCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Allahabad is one of the districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 as part of the re-vamped National Food Security Mission.
385,594,AuraiyaCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,Auraiya district was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20 as part of the re-vamped National Food Security Mission.
386,596,BadaunCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,"The re-vamped National Food Security Mission (NFSM) identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20, including Badaun."
387,598,Banda  CoveredBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsaharBulandsahar,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Banda and Bulandsahar.
388,600,CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  CoveredChitrakoot  Covered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,41,input/md/english/NFSM12102018.pdf,list,,The identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Chitrakoot.
389,602,EtahCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,"The re-vamped National Food Security Mission (NFSM) identified districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20, including Etah."
390,604,EtawahCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The re-vamped National Food Security Mission (NFSM) has identified districts for the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20. Etawah is one of the districts covered under this sub mission.
391,606,FerozabadCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The re-vamped National Food Security Mission (NFSM) identified Ferozabad district for the Sub Mission on Nutri-Cereals in 2018-19 and 2019-20.
392,608,GhazipurCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCoveredCovered,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,40,input/md/english/NFSM12102018.pdf,list,,The district of Ghazipur was covered under the Sub Mission on Nutri-Cereals for the years 2018-19 and 2019-20.
393,610,Hamirpur  CoveredHathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar)Hathras (Mahamaya Nagar),"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Name Of Districts Covered (Identified) Under Sub Mission On Nutri-Cereals (2018-19 And 2019-20)",,,,,41,input/md/english/NFSM12102018.pdf,list,,The districts covered under the Sub Mission on Nutri-Cereals for 2018-19 and 2019-20 include Hamirpur and Hathras (Mahamaya Nagar).
