,chunkId,content,heading,StartPage,EndPage,ContentWordCount,pdfName,contentType,image,summary
935,402.0,## Institutional/ Organisational Development Indicators,,,,5,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
936,,a.  Number of Producers actively particpating in the project  b.  Attendance in the meetings  c.  Attendence in the trainings  d.  No of SHGs /  SHGs linked to credit  e.,",Institutional/ Organisational Development Indicators",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
937,," Primary Agri-Co-operative Society, Other cooperatives, like weavers, fishermen, SC and ST Cooperative Societies, Other institutions available in the project area  f.",",Institutional/ Organisational Development Indicators",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
938,," Structure of different insitutions  g.  Participation rate in elections, by age and gender  h.  Participation in public meetings, by age and gender  10.13 How to develop indicators?",",Institutional/ Organisational Development Indicators",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
939,,"Indicators are developed based on the objectives / impact assessment of the project. For example, in an agriculture based project, the following might be the objectives:  a.",",Institutional/ Organisational Development Indicators",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
940,,To improve the producer's income b. To develop the area under agriculture c. To arrest migration d. To improve marketing facilities e. To bring change in the quality of lives of the people f.,",Institutional/ Organisational Development Indicators",,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
941,,To create awareness on sustainability of natural resources g. To improve the participation of women in the developmental process to address  gender issues  h.,",Institutional/ Organisational Development Indicators",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
942,,"To bring awareness on  savings, investment and credit availability i. To bring awareness on social situation (housing, health, education etc.)  j.",",Institutional/ Organisational Development Indicators",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
943,,"To improve the organizational situation (local governance, community participation  in the projects, women participation, etc.)  k.",",Institutional/ Organisational Development Indicators",,,16,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
944,,"To improve Infrastructure facilities like storage, marketing and input availability",",Institutional/ Organisational Development Indicators",,,10,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
945,404.0,"## For Example, In An Agriculture Project, Some Of The Direct Benefits Are:",,,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
946,405.0," Increase in income due to increase in productivity  Saving on transportation  Savings of own labour in human days on account of village level delivery of inputs,  collective marketing etc.   Similarly, there are indirect benefits like    Immediate realization of sale proceeds  Easy availability of credit    These benefits need to be assessed and calculated in terms of money. Finally, the incremental income will determine the success or otherwise of the intervention of the PO. The incremental income can be determined as shown below:  Before PO's intervention  Yield/ha Total  Total income  S No  Name of farmer's/producer's  Crop  Price/ qtl  Cropped Area (ha)  Yield (quintals)   Qtl= Quintal; ha = hectare; After PO's intervention  S No  Crop  Yield /ha  Price / qtl  Total income  Cropped Area (ha)  Total Yield (quintals)  Name of farmer's / producer' s  Net Increm ental Income  Any other Income / Dividen d / Bonus",",For Example, In An Agriculture Project, Some Of The Direct Benefits Are:",,,149,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
947,406.0,"## 10.14 How To Design Monitoring System? As An Example, A Step-By-Step Process Is Given To Design A Monitoring System For The Organization Or Project. Step 1: The Funding Agency May Organize A Workshop With Appropriate Staff Or A Consultant Of Po/Popi/ Producer'S Federations' /Cluster Level Committee And Producers.",,,,49,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
948,407.0,"a.  Explain the project objectives, as a monitoring system needs to cover them.  b.  Generate a list of **indicators** for each of the objectives.  c.  Clarify what variables need to be linked.    d.  Clarify what information the project or Producers organization is already collecting and what more needs to be collected.",",10.14 How To Design Monitoring System? As An Example, A Step-By-Step Process Is Given To Design A Monitoring System For The Organization Or Project. Step 1: The Funding Agency May Organize A Workshop With Appropriate Staff Or A Consultant Of Po/Popi/ Producer'S Federations' /Cluster Level Committee And Producers.",,,51,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
949,408.0,"| Step 2:                                                              |
|----------------------------------------------------------------------|
| secondary sources.  The workshop may also help to know what is to be |",",10.14 How To Design Monitoring System? As An Example, A Step-By-Step Process Is Given To Design A Monitoring System For The Organization Or Project. Step 1: The Funding Agency May Organize A Workshop With Appropriate Staff Or A Consultant Of Po/Popi/ Producer'S Federations' /Cluster Level Committee And Producers.",,,16,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,table,,
950,409.0,"monitored.  The indicators of efficiency, effectiveness and impact need to be prioritised.  Step 3:  Decide how the data will be collected. Whether it will be collected manually or on the computers. Accordingly develop suitable formats.  These format models should be amenable to analysis.  Step 4:  Decide how often the data are required to be analyzed, whether season wise or yearly. Crop wise, varieties wise and analyze the information - this means putting it together and trying to answer the questions which are important to the success of the project.  Step 5:  Collect, analyze and report.",",10.14 How To Design Monitoring System? As An Example, A Step-By-Step Process Is Given To Design A Monitoring System For The Organization Or Project. Step 1: The Funding Agency May Organize A Workshop With Appropriate Staff Or A Consultant Of Po/Popi/ Producer'S Federations' /Cluster Level Committee And Producers.",,,95,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
951,410.0,## 10.15 What Is The Methodology For Monitoring? Primary Data Collection - It Is Done At The Farmer'S/Producer'S Level,,,,19,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
952,411.0,"a.  Through a survey; or  b.  Through Focused Group Discussion  Determine key indicators for the monitoring process- Develop formats Secondary Data - The returns submitted by the PO, data available from the Government Departments and also published data from other projects. 10.16  What are the methods of sampling? There are 3 sampling techniques: random sampling, stratified sampling and cluster sampling Random sampling:  Sampling of households on random basis Stratified sampling:  The producers are categorized into different strata like big, medium and small.  Data are collected from each strata in a specified proportion  i.e., say,  every fifth producer's household data from the big producers, every third producer's house hold data from small producers  every second house hold data  from the very small producers' category Cluster sampling: In this case, data of only those producers households will be collected who are in the cluster for a specified period 10.17 How to analyze the data? Analysis is the process of turning the detailed data into an understanding of patterns, trends and interpretations. The step by step process involved in monitoring analysis is enumerated below:",",10.15 What Is The Methodology For Monitoring? Primary Data Collection - It Is Done At The Farmer'S/Producer'S Level",,,181,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
953,412.0,"## Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
954,,CHAPTER I: PRODUCER COMPANIES  581A. Definitions    CHAPTER II: INCORPORATION OF PRODUCER COMPANIES AND OTHER MATTERS  581B. Objects of Producer Company 581C.,",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
955,,Formation of Producer Company and its registration 581D. Membership and voting rights of Members of Producer Company 581E. Benefits to Members 581F. Memorandum of Producer Company 581G.,",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
956,,Articles of association 581H. Amendment of memorandum 581-I. Amendment of articles 581J. Option to inter-State co-operative societies to become Producer Companies 581K.,",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
957,,"Effect of incorporation of Producer Company 581L. Vesting of undertaking in Producer Company 581M. Concession, etc., to be deemed to have been granted to Producer Company 581N.",",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
958,,Provisions in respect of officers and other employees of inter-State co-operative society    CHAPTER III: MANAGEMENT OF PRODUCER COMPANY  581O. Number of directors 581P. Appointment of directors 581Q.,",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
959,,Vacation of office by directors 581R. Powers and functions of Board 581S. Matters to be transacted at general meeting 581T. Liability of directors 581U. Committee of directors 581V.,",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,28,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
960,,Meetings of Board and quorum 581W. Chief Executive and his function 581X. Secretary of Producer Company 581Y. Quorum 581Z. Voting rights    CHAPTER IV: GENERAL MEETINGS  581ZA.,",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
961,,Annual general meetings    CHAPTER V: SHARE CAPITAL AND MEMBERS RIGHTS  581ZB. Share capital 581ZC. Special user rights 581ZD.,",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,18,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
962,,"Transferability of shares and attendant rights CHAPTER VI: FINANCE, ACCOUNTS AND AUDIT  581ZE. Books of account 581ZF. Internal audit 581ZG. Duties of auditor under this Part 581ZH.",",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
963,,"Donations or subscription by Producer Company 581ZI. General and other reserves 581ZJ. Issue of bonus shares    CHAPTER VII: LOANS TO MEMBERS AND INVESTMENTS  581ZK. Loan, etc., to members 581ZL.",",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
964,,"Investment in other companies, formation of subsidiaries, etc.",",Attachment 1: Producer Company Act Provisions Reference Section 465(1) Of The Companies Act, 2013 Part Ixa Of Companies Act 1956: Producer Companies",,,8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
965,414.0,"## Chapter I: Producer *Companies* 581A. Definitions In This Part, Unless The Context Otherwise Requires, - (A) ""Active Member"" Means A Member Who Fulfils The Quantum And Period Of Patronage Of",,,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
966,,,",Chapter I: Producer *Companies* 581A. Definitions In This Part, Unless The Context Otherwise Requires, - (A) ""Active Member"" Means A Member Who Fulfils The Quantum And Period Of Patronage Of",,,0,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
967,,"the Producer Company as may be required by the articles;  (b) ""Chief Executive"" means an individual appointed as such under sub-section (1) of section 581W; (c) ""limited return"" means the maximum dividend as may be specified by the articles; (d) ""Member"" means a person or Producer institution (whether incorporated or not) admitted as a Member of a Producer Company and who retains the qualifications necessary for continuance as such; (e) ""inter-State co-operative society"" means a multi-State co-operative society as defined in  clause (k) of section 3 of the Multi-State Co-operative Societies Act, 1984 (*51 of 1984*) and includes any co-operative society registered under any other law for the time being in force, which has, subsequent to its formation, extended any of its objects to more than one State by enlisting the participation of persons or by extending any of its activities outside the State, whether directly or indirectly or through an institution of which it is a constituent;  (f) ""mutual assistance principles"" means the principles set out in sub-section (2) of section 581G; (g) ""officer"" includes any director or Chief Executive or Secretary or any person in accordance  with whose directions or instructions part or whole of the business of the Producer Company is carried on;  (h) ""patronage"" means the use of services offered by the Producer Company to its  Members by participation in its business activities;  (i)  ""patronage bonus"" means payments made by a Producer Company out of its surplus  income to the Members in proportion to their respective patronage; (j) ""primary produce"" means -  (i) produce of farmers, arising from agriculture (including animal husbandry, horticulture,  floriculture, pisciculture, viticulture, forestry, forest products, re-vegetation, bee raising  and farming plantation products), or from any other primary activity or service which promotes the interest of the farmers or consumers; or  (ii) *produce of persons engaged in handloom, handicraft and other cottage industries*; (iii) any product resulting from any of the above activities, including by-products of such products; (iv) any product resulting from an ancillary activity that would assist or promote any of the  aforesaid activities or anything ancillary thereto;  (v) any activity which is intended to increase the production of anything referred to in subclauses (i) to (iv) *or improve the quality thereof;*  (k) ""producer"" means any person engaged in any activity connected with or relatable to any primary produce;  (l) ""Producer Company"" means a body corporate having objects or activities specified in section 581B and registered as Producer Company under this Act;  (m) ""Producer institution"" means a Producer Company or any other institution having only producer or producers or Producer Company or Producer Companies as its member whether incorporated or not having any of the objects referred to in section 581B and which agrees to make use of the services of the Producer Company or Producer Companies as provided in its articles.",",Chapter I: Producer *Companies* 581A. Definitions In This Part, Unless The Context Otherwise Requires, - (A) ""Active Member"" Means A Member Who Fulfils The Quantum And Period Of Patronage Of",,,471,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
968,," (n) ""withheld price"" means part of the price due and payable for goods supplied by any Member to the Producer Company; and as withheld by the Producer Company for payment on a subsequent date.",",Chapter I: Producer *Companies* 581A. Definitions In This Part, Unless The Context Otherwise Requires, - (A) ""Active Member"" Means A Member Who Fulfils The Quantum And Period Of Patronage Of",,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
969,416.0,## Chapter Ii: Incorporation Of Producer Companies And Other *Matters*,,,,10,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
970,,581B.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
971,,"OBJECTS OF PRODUCER COMPANY (1) The objects of the Producer Company shall relate to all or any of the following matters, namely:-  (a) production, harvesting, procurement, grading, pooling, handling, marketing, selling,  export of primary produce of the Members or import of goods or services for their benefit:  Provided that the Producer Company may carry on any of the activities specified in this  clause either by itself or through other institution;  (b) processing including preserving, drying, distilling, brewing, vinting, canning and packaging of produce of its *Members*; (c) manufacture, sale or supply of machinery, equipment or consumables mainly to its Members; (d) providing education on the mutual assistance principles to its Members and others; (e) rendering technical services, consultancy services, training, research and development  and all other activities for the promotion of the interests of its Members;  (f) generation, transmission and distribution of power, revitalisation of land and water  resources, their use, conservation and communications relatable to primary produce; (g) *insurance of producers or their primary produce;*  (h) *promoting techniques of mutuality and mutual assistance;* (i)  welfare measures or facilities for the benefit of Members as may be decided by the Board; (j)  *any other activity, ancillary or incidental to any of the activities referred to in clauses* (a) to  (i) or other activities which may promote the principles of mutuality and mutual assistance amongst the Members in any other manner; (k) financing of procurement,  processing, marketing or other activities specified in clauses (a) to (j) which include extending of credit facilities or any other financial services to its Members.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,259,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
972,, (2) Every Producer Company shall deal primarily with the produce of its active Members for carrying out any of its objects specified in this section.    581C.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
973,,"FORMATION OF PRODUCER COMPANY AND ITS REGISTRATION  (1)  Any ten or more individuals, each of them being a producer or any two or more Producer institutions, or a combination of ten or more individuals and Producer institutions, desirous of forming a Producer Company having its objects specified in section 581B and otherwise complying with the requirements of this Part and the provisions of this Act in respect of registration, may form an incorporated Company as a Producer Company under this Act.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,81,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
974,," (2) If the Registrar is satisfied that all the requirements of this Act have been complied with in respect of registration and matters precedent and incidental thereto, he shall, within thirty days of the receipt of the documents required for registration, register the memorandum, the articles and other documents, if any, and issue a certificate of incorporation under this Act.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,60,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
975,," (3) A Producer Company so formed shall have the liability of its Members limited by the memorandum to the amount, if any, unpaid on the shares respectively held by them and be termed a company limited by shares.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,38,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
976,," (4) The Producer Company may reimburse to its promoters all other direct costs associated with the promotion and registration of the company including registration, legal fees, printing of a memorandum and articles and the payment thereof shall be subject to the approval at its first general meeting of the Members.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,50,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
977,," (5) On registration under sub-section (1), the Producer Company shall become a body corporate as if it is a private limited company to which the provisions contained in this Part apply, without, however, any limit to the number of Members thereof, and the Producer Company shall not, under any circumstance, whatsoever, become or be deemed to become a public limited company under this Act.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,64,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
978,,   581D.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
979,,"MEMBERSHIP AND VOTING RIGHTS OF MEMBERS OF PRODUCER COMPANY (1) (a) In a case where the membership consists solely of individual members, the voting rights shall be based on a single vote for every Member, irrespective of his shareholding or patronage of the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,45,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
980,," (b) In a case where the membership consists of Producer institutions only, the voting rights of such Producer institutions shall be determined on the basis of their participation in the business of the Producer Company in the previous year, as may be specified by articles:  Provided that during the first year of registration of a Producer Company, the voting rights shall be determined on the basis of the shareholding by such Producer institutions.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,73,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
981,," (c) In a case where the membership consists of individuals and Producer institutions, the voting rights shall be computed on the basis of a single vote for every Member.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
982,," (2) The articles of any Producer Company may provide for the conditions, subject to which a Member may continue to retain his membership, and the manner in which voting rights shall be exercised by the Members.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,36,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
983,," (3) Notwithstanding anything contained in sub-section (7) or sub-section(2), any Producer Company may, if so authorised by its articles, restrict the voting rights to active Members, in any special or general meeting.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
984,," (4) No person, who has any business interest which is in conflict with business of the Producer Company, shall become a Member of that Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,25,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
985,," (5) A Member, who acquires any business interest which is in conflict with the business of the Producer Company, shall cease to be a Member of that Company and be removed as a Member in accordance with articles.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,38,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
986,,    581E.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
987,,"BENEFITS TO MEMBERS  (1) Subject to provisions made in articles, every Member shall initially receive only such  value for the produce or products pooled and supplied as the Board of Producer Company may determine, and the withheld price may be disbursed later in cash or in kind or by allotment of equity shares, in proportion to the produce supplied to the Producer Company during the financial year to such extent and in such manner and subject to such conditions as may be decided by the Board.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,86,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
988,," (2) *Every Member shall, on the share capital contributed, receive only a limited return*:  Provided that every such Member may be allotted bonus shares in accordance with the provisions contained in section *581ZJ.*  (3) The surplus if any, remaining after making provision for payment of limited return and reserves referred to in section 581ZI, may be disbursed as patronage bonus, amongst the Members, in proportion to their participation in the business of the Producer Company, either in cash or by way of allotment of equity shares, or both, as may be decided by the Members at the general meeting.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,99,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
989,,   581F.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
990,,"MEMORANDUM OF PRODUCER COMPANY The memorandum of association of every Producer Company shall state:-  (a) the name of the company with ""Producer Company Limited"" as the last words of the name of such Company; (b) the State in which the registered office of the Producer Company is to situate; (c) the main objects of the Producer Company shall be one or more of the objects specified in section 581B; (d) the names and addresses of the persons who have subscribed to the memorandum; (e) the amount of share capital with which the Producer Company is to be registered and  division thereof into shares of a fixed amount;  (f) the names, addresses and occupations of the subscribers being producers, who shall act  as the first directors in accordance with sub-section (2) *of section 581J;* (g) that the liability of its members is limited;  (h) *opposite to the subscriber's name the number of shares each subscriber takes:*   Provided *that no subscriber shall take less than one share;*  (i)  in case the objects of the Producer Company are not confined to one State, the States to whose territories the objects extend.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,188,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
991,,   581G.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
992,,"ARTICLES OF ASSOCIATION (1) There shall be presented, for registration to the Registrar of the State to which the registered office of the Producer Company is, stated by the memorandum of association, to be situate:-  (a) *memorandum of the Producer Company;* (b) *its articles duly signed by the subscribers to the memorandum.*  (2) *The articles shall contain the following mutual assistance principles, namely*:-  (a) the membership shall be voluntary and available, to all eligible persons who, can participate or avail of the facilities or services of the Producer Company, and are willing to accept the duties of membership;  (b) each Member shall, save as otherwise provided in this Part, have only a single vote irrespective of the share holding;  (c) the Producer Company shall be administered by a Board consisting of persons elected or appointed as directors in the manner consistent with the provisions of this Part and the Board shall be accountable to the Members; (d) save as provided in this Part, there shall be limited return on share capital;  (e) the surplus arising out of the operations of the Producer Company shall be distributed in an equitable manner by:  (i) *providing for the development of the business of the Producer Company;* (ii) providing for common facilities; and  (iii)distributing amongst the Members, as may be admissible in proportion to their  respective participation in the business;  (f) provision shall be made for the education of Members, employees and others, on the principles of mutuality and techniques of mutual assistance;  (g) the Producer Company shall actively co-operate with other Producer Companies (and other organisations following similar principles) at local, national or international level so as to best serve the interest of their Members and the communities it purports to serve.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,289,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
993,," (3) *Without prejudice to the generality of the foregoing provisions of sub-sections* (1) and  (2)*, the articles shall contain the following provisions, namely*:-  (a) the qualifications for membership, the conditions for continuance or cancellation of  membership and the terms, conditions and procedure for transfer of shares;  (b) *the manner of ascertaining the patronage and voting right based on patronage*; (c) *subject to the provisions contained in sub-section* (1) of section 581N, the manner of  constitution of the Board, its powers and duties, the minimum and maximum number of directors, manner of election and appointment of directors and retirement by rotation, qualifications for being elected or continuance as such and the terms of office of the said directors, their powers and duties, conditions for election or co-option of directors, method of removal of directors and the filling up of vacancies on the Board, and the manner and the terms of appointment of the Chief Executive;  (d) the election of the Chairman, term of office of directors and the Chairman, manner of  voting at the general or special meetings of Members, procedure for voting, by directors at meetings of the Board, powers of the Chairman and the circumstances under which the Chairman may exercise a casting vote;  (e) the circumstances under which, and the manner in which, the withheld price is to be determined and distributed; (f) the manner of disbursement of patronage bonus in cash or by issue of equity shares, or both;  (g) the contribution to be shared and related matters referred to in subsection (2) of section 581ZI; (h) the matters relating to issue of bonus shares out of general reserves as set out in section 581ZJ;  (i)  *the basis and manner of allotment of equity shares of the Producer Company* in lieu of  the whole or part of the sale proceeds of produce or products supplied by the Members;  (j)  the amount of reserves, sources from which funds may be raised, limitation on raising  of funds, restriction on the use of such funds and the extent of debt that may be contracted and the conditions thereof;  (k) the credit, loans or advances which may be granted to a Member and the conditions for the grant of the same; (l)  the right of any Member to obtain information relating to general business of the company; (m) the basis and manner of distribution and disposal of funds available after meeting  liabilities in the event of dissolution or liquidation of the Producer Company;  (n) the authorisation for division, amalgamation, merger, creation of subsidiaries and the  entering into joint ventures and other matters connected therewith;  (o) laying of the memorandum and articles of the Producer Company before a special  general meeting to be held within ninety days of its registration;  (p) any other provision, which the Members may, by special resolution recommend to be included in articles.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,475,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
994,,   581H.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
995,,"AMENDMENT OF MEMORANDUM  (1) A Producer Company shall not alter the conditions contained in its memorandum except in the cases, by the mode and to the extent for which express provision is made in this Act.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,36,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
996,," (2) A Producer Company may, by special resolution, not inconsistent with section 581B, alter its objects specified in its memorandum.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,20,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
997,," (3) A copy of the amended memorandum, together with a copy of the special resolution duly certified by two directors, shall be filed with the Registrar within thirty days from the date of adoption of any resolution referred to in sub-section  (2) Provided that in the case of transfer of the registered office of a Producer Company from the jurisdiction of one Registrar to another, certified copies of the special resolution certified by two directors shall be filed with both the Registrars within thirty days, and each Registrar shall record the same, and thereupon the Registrar from whose jurisdiction the office is transferred, shall forthwith forward to the other Registrar all documents relating to the Producer Company.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,117,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
998,, (4) The alteration of the provisions of memorandum relating to the change of the place of its registered office from one State to another shall not take effect unless it is confirmed by the  1*Company Law Board on petition.*    581-I.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,40,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
999,,"AMENDMENT OF ARTICLES  (1) Any amendment of the articles shall be proposed by not less than two-third of the  elected directors or by not less than one-third of the Members of the Producer Company, and adopted by the Members by a special *resolution.*   (2)  A copy of the amended articles together with the copy of the special resolution, both  duly certified by two directors, shall be filed with the Registrar within thirty days from the date of its adoption.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,79,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1000,,                                                               581J.,",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1001,,"OPTION TO INTER-STATE CO-OPERATIVE SOCIETIES TO BECOME PRODUCER COMPANIES  (1) Notwithstanding anything contained in sub-section (1) of section 581C, any inter-State  co-operative society with objects not confined to one State may make an application to the Registrar for registration as Producer Company under this Part.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,45,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1002,," (2) Every application under sub-section (1) *shall be accompanied by -* (a) a copy of the special resolution, of not less than two-third of total members of inter-State  co-operative society, for its incorporation as a Producer Company under this Act;  (b) *a statement showing -* (i) names and addresses or the occupation of the directors and Chief Executive, if any, by  whatever name called, of such co-operative; and  (ii) *list of members of such inter-State co-operative society;* (c) a statement indicating that the inter-State co-operative society is engaged in any one or more of the objects specified in section 58IB;  (d) a declaration by two or more directors of the inter-State co-operative society certifying that particulars given in clauses (a) to (c) *are correct.*  (3) When an inter-State co-operative society is registered as a Producer Company, the words ""Producer *Company*  Limited"" shall form part of its name with any word or expression to show its identity preceding it.",",Chapter Ii: Incorporation Of Producer Companies And Other *Matters*",,,158,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
